productid,country,company,cost,estimatedTime,tracked
32859893411,YT,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,YT,DHL,99.45 USD,7-15 days,true
32859893411,NR,China Post Registered Air Mail,2.55 USD,20-40 days,true
32859893411,NR,AliExpress Standard Shipping,5.68 USD,20-40 days,true
32859893411,NR,DHL,99.45 USD,7-15 days,true
32859893411,MD,China Post Registered Air Mail,2.55 USD,29-55 days,true
32859893411,MD,AliExpress Standard Shipping,6.36 USD,25-41 days,true
32859893411,MD,DHL,99.45 USD,10-23 days,true
32859893411,LS,China Post Registered Air Mail,2.55 USD,20-40 days,true
32859893411,LS,AliExpress Standard Shipping,6.36 USD,20-40 days,true
32859893411,LS,DHL,99.45 USD,7-15 days,true
32859893411,MO,AliExpress Standard Shipping,5.68 USD,20-40 days,true
32859893411,MO,EMS,15.23 USD,10-25 days,true
32859893411,MO,DHL,26.11 USD,7-15 days,true
32859893411,MQ,China Post Registered Air Mail,2.74 USD,23-43 days,true
32859893411,MQ,AliExpress Standard Shipping,6.36 USD,21-34 days,true
32859893411,MQ,DHL,99.45 USD,10-21 days,true
32859893411,NC,China Post Registered Air Mail,2.42 USD,41-60 days,true
32859893411,NC,AliExpress Standard Shipping,5.68 USD,29-47 days,true
32859893411,NC,DHL,99.45 USD,17-23 days,true
32859893411,KW,China Post Registered Air Mail,2.55 USD,31-53 days,false
32859893411,KW,AliExpress Standard Shipping,5.77 USD,28-47 days,false
32859893411,KW,EMS,52.14 USD,18-27 days,true
32859893411,KW,DHL,66.25 USD,10-19 days,true
32859893411,LV,China Post Registered Air Mail,0 USD,32-48 days,true
32859893411,LV,AliExpress Standard Shipping,5.63 USD,17-27 days,true
32859893411,LV,DHL,51.82 USD,10-20 days,true
32859893411,LV,EMS,52.14 USD,13-26 days,true
32859893411,MG,China Post Registered Air Mail,2.55 USD,24-44 days,false
32859893411,MG,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,MG,EMS,52.14 USD,7-15 days,true
32859893411,MG,DHL,99.45 USD,7-15 days,true
32859893411,MN,China Post Registered Air Mail,2.26 USD,17-32 days,true
32859893411,MN,AliExpress Standard Shipping,5.68 USD,25-46 days,true
32859893411,MN,EMS,22.26 USD,12-20 days,true
32859893411,MN,DHL,99.45 USD,7-15 days,true
32859893411,MH,China Post Registered Air Mail,2.55 USD,20-40 days,false
32859893411,MH,AliExpress Standard Shipping,5.68 USD,20-40 days,false
32859893411,MH,DHL,99.45 USD,7-15 days,true
32859893411,MS,China Post Registered Air Mail,2.74 USD,20-40 days,false
32859893411,MS,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,MS,DHL,99.45 USD,7-15 days,true
32859893411,NP,China Post Registered Air Mail,2.26 USD,23-45 days,false
32859893411,NP,AliExpress Standard Shipping,5.68 USD,20-40 days,false
32859893411,NP,EMS,35.14 USD,7-15 days,true
32859893411,NP,DHL,99.45 USD,7-15 days,true
32859893411,LU,China Post Registered Air Mail,2.34 USD,29 days,true
32859893411,LU,ePacket,5.59 USD,24 days,true
32859893411,LU,AliExpress Standard Shipping,6.06 USD,26 days,true
32859893411,LU,EMS,32.80 USD,26 days,true
32859893411,LU,DHL,51.82 USD,8-20 days,true
32859893411,LB,China Post Registered Air Mail,2.31 USD,37-59 days,true
32859893411,LB,AliExpress Standard Shipping,5.99 USD,36-58 days,true
32859893411,LB,EMS,39.24 USD,5-17 days,false
32859893411,LB,DHL,99.45 USD,10-23 days,true
32859893411,MY,China Post Registered Air Mail,0 USD,22-38 days,true
32859893411,MY,AliExpress Standard Shipping,4.58 USD,18-30 days,true
32859893411,MY,ePacket,5.12 USD,20-35 days,true
32859893411,MY,EMS,22.26 USD,13-27 days,true
32859893411,MY,DHL,39.36 USD,8-16 days,true
32859893411,NA,China Post Registered Air Mail,2.55 USD,46-60 days,false
32859893411,NA,AliExpress Standard Shipping,6.36 USD,42-57 days,false
32859893411,NA,DHL,99.45 USD,23-46 days,true
32859893411,LI,China Post Registered Air Mail,2.55 USD,16-28 days,true
32859893411,LI,AliExpress Standard Shipping,6.06 USD,15-23 days,true
32859893411,LI,DHL,51.82 USD,7-15 days,true
32859893411,LT,China Post Registered Air Mail,0 USD,34-53 days,true
32859893411,LT,AliExpress Standard Shipping,5.75 USD,18-29 days,true
32859893411,LT,DHL,51.82 USD,9-21 days,true
32859893411,ML,China Post Registered Air Mail,2.55 USD,21-50 days,false
32859893411,ML,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,ML,EMS,52.14 USD,7-15 days,true
32859893411,ML,DHL,99.45 USD,7-15 days,true
32859893411,FM,AliExpress Standard Shipping,5.68 USD,20-40 days,false
32859893411,FM,DHL,99.45 USD,7-15 days,true
32859893411,KG,China Post Registered Air Mail,2.38 USD,35-54 days,false
32859893411,KG,AliExpress Standard Shipping,6.06 USD,30-48 days,false
32859893411,KG,DHL,99.45 USD,7-15 days,true
32859893411,LY,China Post Registered Air Mail,2.55 USD,20-40 days,false
32859893411,LY,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,LY,DHL,66.25 USD,11-18 days,true
32859893411,MK,China Post Registered Air Mail,2.55 USD,29-54 days,false
32859893411,MK,AliExpress Standard Shipping,6.06 USD,24-42 days,false
32859893411,MK,DHL,99.45 USD,14-23 days,true
32859893411,MA,China Post Registered Air Mail,1.98 USD,31-48 days,false
32859893411,MA,AliExpress Standard Shipping,5.94 USD,27-39 days,false
32859893411,MA,EMS,52.14 USD,16-27 days,true
32859893411,MA,DHL,99.45 USD,8-21 days,true
32859893411,PH,China Post Registered Air Mail,0 USD,31-55 days,false
32859893411,PH,AliExpress Standard Shipping,5.08 USD,32-55 days,false
32859893411,PH,EMS,22.26 USD,18-27 days,true
32859893411,PH,DHL,39.36 USD,9-19 days,true
32859893411,PG,China Post Registered Air Mail,2.26 USD,25-42 days,true
32859893411,PG,AliExpress Standard Shipping,5.68 USD,20-40 days,true
32859893411,PG,EMS,24.60 USD,7-15 days,true
32859893411,PG,DHL,99.45 USD,11-18 days,true
32859893411,PE,China Post Registered Air Mail,2.26 USD,45-60 days,true
32859893411,PE,AliExpress Standard Shipping,6.08 USD,43-59 days,true
32859893411,PE,EMS,39.24 USD,18-27 days,true
32859893411,PE,DHL,99.45 USD,11-23 days,true
32859893411,PN,China Post Registered Air Mail,2.42 USD,20-40 days,true
32859893411,PN,AliExpress Standard Shipping,5.80 USD,20-40 days,true
32859893411,PS,China Post Registered Air Mail,2.55 USD,38-58 days,true
32859893411,PS,AliExpress Standard Shipping,6.36 USD,20-40 days,true
32859893411,RE,China Post Registered Air Mail,2.74 USD,47-60 days,false
32859893411,RE,AliExpress Standard Shipping,6.36 USD,36-56 days,false
32859893411,RE,DHL,99.45 USD,10-20 days,true
32859893411,NE,China Post Registered Air Mail,2.55 USD,19-41 days,false
32859893411,NE,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,NE,EMS,52.14 USD,7-15 days,true
32859893411,NE,DHL,99.45 USD,7-15 days,true
32859893411,NI,China Post Registered Air Mail,2.55 USD,57-60 days,false
32859893411,NI,AliExpress Standard Shipping,6.36 USD,60 days,false
32859893411,NI,DHL,99.45 USD,7-15 days,true
32859893411,PR,China Post Registered Air Mail,2.74 USD,23-41 days,false
32859893411,PR,AliExpress Standard Shipping,6.36 USD,23-46 days,false
32859893411,PR,DHL,99.45 USD,9-23 days,true
32859893411,QA,China Post Registered Air Mail,0 USD,21-44 days,false
32859893411,QA,AliExpress Standard Shipping,5.77 USD,21-40 days,false
32859893411,QA,EMS,52.14 USD,15-27 days,true
32859893411,QA,DHL,66.25 USD,8-15 days,true
32859893411,PA,China Post Registered Air Mail,2.55 USD,50-60 days,false
32859893411,PA,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,PA,EMS,39.24 USD,7-15 days,true
32859893411,PA,DHL,99.45 USD,11-23 days,true
32859893411,NG,China Post Registered Air Mail,2.48 USD,23-42 days,true
32859893411,NG,AliExpress Standard Shipping,5.94 USD,20-35 days,true
32859893411,NG,EMS,52.14 USD,15-27 days,true
32859893411,NG,DHL,99.45 USD,9-18 days,true
32859893411,PY,China Post Registered Air Mail,2.55 USD,48-60 days,false
32859893411,PY,AliExpress Standard Shipping,6.36 USD,32-56 days,false
32859893411,PY,DHL,99.45 USD,7-15 days,true
32859893411,MP,China Post Registered Air Mail,2.42 USD,20-40 days,false
32859893411,MP,AliExpress Standard Shipping,5.68 USD,20-40 days,false
32859893411,OM,China Post Registered Air Mail,2.31 USD,36-53 days,false
32859893411,OM,AliExpress Standard Shipping,5.77 USD,27-46 days,false
32859893411,OM,EMS,52.14 USD,19-27 days,true
32859893411,OM,DHL,66.25 USD,9-22 days,true
32859893411,PK,China Post Registered Air Mail,2.16 USD,23-40 days,false
32859893411,PK,AliExpress Standard Shipping,5.59 USD,21-39 days,false
32859893411,PK,EMS,35.14 USD,19-27 days,true
32859893411,PK,DHL,99.45 USD,9-18 days,true
32859893411,PW,AliExpress Standard Shipping,5.68 USD,20-40 days,false
32859893411,PW,DHL,99.45 USD,7-15 days,true
32859893411,NU,AliExpress Standard Shipping,5.68 USD,20-40 days,false
32859893411,NU,DHL,99.45 USD,7-15 days,true
32859893411,NF,China Post Registered Air Mail,2.42 USD,20-40 days,false
32859893411,NF,AliExpress Standard Shipping,5.69 USD,20-40 days,false
32859893411,RO,China Post Registered Air Mail,2.38 USD,29-51 days,false
32859893411,RO,AliExpress Standard Shipping,6.04 USD,27-49 days,false
32859893411,RO,EMS,52.14 USD,20-27 days,true
32859893411,RO,DHL,99.45 USD,12-22 days,true
32859893411,SH,China Post Registered Air Mail,2.55 USD,20-40 days,true
32859893411,SH,AliExpress Standard Shipping,6.36 USD,20-40 days,true
32859893411,SH,DHL,99.45 USD,4-8 days,false
32859893411,LC,China Post Registered Air Mail,2.55 USD,31-53 days,false
32859893411,LC,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,LC,DHL,99.45 USD,7-15 days,true
32859893411,SI,China Post Registered Air Mail,1.95 USD,20-33 days,true
32859893411,SI,AliExpress Standard Shipping,5.84 USD,16-25 days,true
32859893411,SI,DHL,51.82 USD,9-19 days,true
32859893411,KN,China Post Registered Air Mail,2.74 USD,20-40 days,false
32859893411,KN,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,SN,China Post Registered Air Mail,2.55 USD,25-49 days,false
32859893411,SN,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,SN,EMS,52.14 USD,7-15 days,true
32859893411,SN,DHL,99.45 USD,8-17 days,true
32859893411,SX,AliExpress Standard Shipping,6.36 USD,20-40 days,true
32859893411,SX,DHL,99.45 USD,4-8 days,false
32859893411,SB,China Post Registered Air Mail,2.55 USD,20-40 days,false
32859893411,SB,AliExpress Standard Shipping,5.68 USD,20-40 days,false
32859893411,SB,DHL,99.45 USD,7-15 days,true
32859893411,WS,China Post Registered Air Mail,2.42 USD,20-40 days,false
32859893411,WS,AliExpress Standard Shipping,5.68 USD,20-40 days,false
32859893411,WS,DHL,99.45 USD,7-15 days,true
32859893411,SC,China Post Registered Air Mail,2.55 USD,47-60 days,false
32859893411,SC,AliExpress Standard Shipping,6.36 USD,34-58 days,false
32859893411,SC,DHL,99.45 USD,10-21 days,true
32859893411,SA,Aliexpress Direct,0 USD,10-20 days,true
32859893411,SA,China Post Registered Air Mail,0 USD,36 days,true
32859893411,SA,ePacket,5.53 USD,31 days,true
32859893411,SA,AliExpress Standard Shipping,5.77 USD,30 days,true
32859893411,SA,EMS,52.14 USD,27 days,true
32859893411,SA,DHL,66.25 USD,12-23 days,true
32859893411,SO,China Post Registered Air Mail,2.55 USD,20-40 days,false
32859893411,SO,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,SO,DHL,99.45 USD,7-15 days,true
32859893411,ST,China Post Registered Air Mail,2.55 USD,20-40 days,false
32859893411,ST,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,ST,DHL,99.45 USD,7-15 days,true
32859893411,SM,China Post Registered Air Mail,2.55 USD,37-58 days,false
32859893411,SM,AliExpress Standard Shipping,6.06 USD,20-40 days,false
32859893411,SM,DHL,99.45 USD,7-15 days,true
32859893411,SL,China Post Registered Air Mail,2.55 USD,20-40 days,false
32859893411,SL,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,SL,DHL,99.45 USD,7-15 days,true
32859893411,RW,China Post Registered Air Mail,2.55 USD,29-53 days,false
32859893411,RW,AliExpress Standard Shipping,6.36 USD,28-52 days,false
32859893411,RW,EMS,52.14 USD,7-15 days,true
32859893411,RW,DHL,99.45 USD,7-15 days,true
32859893411,PM,China Post Registered Air Mail,2.74 USD,20-40 days,false
32859893411,PM,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,VC,China Post Registered Air Mail,2.74 USD,20-40 days,false
32859893411,VC,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,VC,DHL,99.45 USD,7-15 days,false
32859893411,SG,AliExpress Standard Shipping,0 USD,14-24 days,true
32859893411,SG,China Post Registered Air Mail,0 USD,17-33 days,true
32859893411,SG,ePacket,5.12 USD,20-35 days,true
32859893411,SG,EMS,22.26 USD,10-24 days,true
32859893411,SG,DHL,39.36 USD,6-13 days,true
32859893411,ZA,China Post Registered Air Mail,0 USD,40-59 days,true
32859893411,ZA,AliExpress Standard Shipping,5.94 USD,37-57 days,true
32859893411,ZA,EMS,32.80 USD,20-27 days,true
32859893411,ZA,DHL,99.45 USD,9-22 days,true
32859893411,SZ,China Post Registered Air Mail,2.55 USD,32-57 days,false
32859893411,SZ,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,SZ,DHL,99.45 USD,7-15 days,true
32859893411,SY,AliExpress Standard Shipping,6.36 USD,20-40 days,true
32859893411,SY,EMS,52.14 USD,7-15 days,true
32859893411,SY,DHL,99.45 USD,7-15 days,true
32859893411,TZ,China Post Registered Air Mail,2.55 USD,23-44 days,false
32859893411,TZ,AliExpress Standard Shipping,6.36 USD,23-43 days,false
32859893411,TZ,DHL,99.45 USD,14-23 days,true
32859893411,LK,China Post Registered Air Mail,2.26 USD,23-45 days,false
32859893411,LK,AliExpress Standard Shipping,5.68 USD,18-38 days,false
32859893411,LK,EMS,35.14 USD,15-27 days,true
32859893411,LK,DHL,99.45 USD,9-17 days,true
32859893411,SR,China Post Registered Air Mail,2.73 USD,30-55 days,true
32859893411,SR,AliExpress Standard Shipping,6.36 USD,20-40 days,true
32859893411,SR,DHL,99.45 USD,7-15 days,true
32859893411,TH,AliExpress Standard Shipping,0 USD,13-20 days,true
32859893411,TH,China Post Registered Air Mail,0 USD,12-22 days,true
32859893411,TH,ePacket,3.40 USD,20-35 days,true
32859893411,TH,EMS,22.26 USD,11-22 days,true
32859893411,TH,DHL,39.36 USD,7-15 days,true
32859893411,SJ,AliExpress Standard Shipping,6.06 USD,20-40 days,false
32859893411,TW,AliExpress Standard Shipping,5.08 USD,20-40 days,true
32859893411,TW,EMS,15.23 USD,13-26 days,true
32859893411,TW,DHL,36.74 USD,7-15 days,true
32859893411,TJ,China Post Registered Air Mail,2.38 USD,28-47 days,false
32859893411,TJ,AliExpress Standard Shipping,6.06 USD,31-48 days,false
32859893411,TJ,DHL,99.45 USD,7-15 days,true
32859893411,SD,China Post Registered Air Mail,2.55 USD,20-40 days,true
32859893411,SD,AliExpress Standard Shipping,6.36 USD,20-40 days,true
32859893411,SD,DHL,99.45 USD,7-15 days,true
32859893411,TM,China Post Registered Air Mail,2.55 USD,36-54 days,false
32859893411,TM,AliExpress Standard Shipping,6.06 USD,38-54 days,false
32859893411,TG,China Post Registered Air Mail,2.55 USD,20-36 days,true
32859893411,TG,AliExpress Standard Shipping,6.36 USD,20-40 days,true
32859893411,TG,DHL,99.45 USD,7-15 days,true
32859893411,TO,China Post Registered Air Mail,2.55 USD,20-40 days,true
32859893411,TO,AliExpress Standard Shipping,5.68 USD,20-40 days,true
32859893411,TO,DHL,99.45 USD,7-15 days,true
32859893411,UA,AliExpress Standard Shipping,0 USD,23 days,true
32859893411,UA,ePacket,0 USD,31 days,true
32859893411,UA,China Post Registered Air Mail,1.86 USD,41 days,true
32859893411,UA,EMS,39.24 USD,27 days,true
32859893411,UA,DHL,99.45 USD,10-20 days,true
32859893411,TT,China Post Registered Air Mail,2.55 USD,33-55 days,false
32859893411,TT,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,TT,DHL,99.45 USD,10-23 days,true
32859893411,TN,China Post Registered Air Mail,2.55 USD,25-48 days,false
32859893411,TN,AliExpress Standard Shipping,6.36 USD,25-43 days,false
32859893411,TN,EMS,52.14 USD,7-15 days,true
32859893411,TN,DHL,99.45 USD,15-23 days,true
32859893411,TC,China Post Registered Air Mail,2.74 USD,20-40 days,false
32859893411,TC,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,TC,DHL,99.45 USD,11-19 days,true
32859893411,TK,AliExpress Standard Shipping,5.80 USD,20-40 days,true
32859893411,UG,China Post Registered Air Mail,2.55 USD,26-47 days,false
32859893411,UG,AliExpress Standard Shipping,6.36 USD,25-36 days,false
32859893411,UG,EMS,52.14 USD,7-15 days,true
32859893411,UG,DHL,99.45 USD,12-23 days,true
32859893411,TV,China Post Registered Air Mail,2.55 USD,20-40 days,true
32859893411,TV,AliExpress Standard Shipping,5.68 USD,20-40 days,true
32859893411,TV,DHL,99.45 USD,7-15 days,true
32859893411,AE,Aliexpress Direct,0 USD,20 days,true
32859893411,AE,China Post Registered Air Mail,2.45 USD,36 days,true
32859893411,AE,AliExpress Standard Shipping,5.77 USD,20 days,true
32859893411,AE,EMS,39.24 USD,23 days,true
32859893411,AE,DHL,66.25 USD,7-15 days,true
32859893411,VU,China Post Registered Air Mail,2.55 USD,20-40 days,false
32859893411,VU,AliExpress Standard Shipping,5.68 USD,20-40 days,false
32859893411,VU,DHL,99.45 USD,7-15 days,true
32859893411,VE,China Post Registered Air Mail,2.59 USD,41-60 days,false
32859893411,VE,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,VE,DHL,99.45 USD,13-23 days,true
32859893411,UY,China Post Registered Air Mail,2.59 USD,33-57 days,false
32859893411,UY,AliExpress Standard Shipping,6.36 USD,34-57 days,false
32859893411,UY,DHL,99.45 USD,19-23 days,true
32859893411,UM,AliExpress Standard Shipping,6.06 USD,20-40 days,false
32859893411,UZ,China Post Registered Air Mail,2.55 USD,29-48 days,false
32859893411,UZ,AliExpress Standard Shipping,6.06 USD,31-50 days,false
32859893411,UZ,EMS,52.14 USD,5-17 days,false
32859893411,UZ,DHL,99.45 USD,12-23 days,true
32859893411,VN,China Post Registered Air Mail,1.72 USD,21-39 days,false
32859893411,VN,ePacket,3.41 USD,20-35 days,false
32859893411,VN,AliExpress Standard Shipping,4.34 USD,18-36 days,false
32859893411,VN,EMS,22.26 USD,13-26 days,true
32859893411,VN,DHL,39.36 USD,8-17 days,true
32859893411,YE,DHL,99.45 USD,7-15 days,true
32859893411,VG,China Post Registered Air Mail,2.74 USD,20-40 days,false
32859893411,VG,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,VG,DHL,99.45 USD,7-15 days,true
32859893411,EH,China Post Registered Air Mail,2.55 USD,20-40 days,true
32859893411,EH,AliExpress Standard Shipping,6.36 USD,20-40 days,true
32859893411,ZM,China Post Registered Air Mail,2.55 USD,37-60 days,false
32859893411,ZM,AliExpress Standard Shipping,6.36 USD,38-60 days,false
32859893411,ZM,DHL,99.45 USD,7-15 days,true
32859893411,WF,China Post Registered Air Mail,2.74 USD,20-40 days,false
32859893411,WF,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,VI,China Post Registered Air Mail,2.74 USD,29-53 days,false
32859893411,VI,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,VI,DHL,99.45 USD,7-15 days,true
32859893411,ZW,China Post Registered Air Mail,2.55 USD,34-56 days,false
32859893411,ZW,AliExpress Standard Shipping,6.36 USD,40-57 days,false
32859893411,ZW,DHL,99.45 USD,14-23 days,true
32859893411,LR,China Post Registered Air Mail,2.55 USD,4-48 days,false
32859893411,LR,AliExpress Standard Shipping,6.36 USD,20-40 days,false
32859893411,LR,DHL,99.45 USD,7-15 days,true
32607072744,AR,AliExpress Standard Shipping,4.67 USD,54-60 days,true
32607072744,AR,UPS Expedited,80.67 USD,23 days,true
32607072744,AT,China Post Registered Air Mail,3.72 USD,31-44 days,true
32607072744,AT,Singapore Post,4.45 USD,29-49 days,true
32607072744,AT,AliExpress Standard Shipping,4.93 USD,25-36 days,true
32607072744,AT,PostNL,6.53 USD,28-41 days,true
32607072744,AT,DHL,17.77 USD,10 days,true
32607072744,AT,UPS Expedited,80.67 USD,21-23 days,true
32607072744,AU,Singapore Post,4.54 USD,34-59 days,false
32607072744,AU,PostNL,4.84 USD,37-60 days,false
32607072744,AU,AliExpress Standard Shipping,5.66 USD,28-49 days,false
32607072744,AU,DHL,22.57 USD,10 days,true
32607072744,AU,UPS Expedited,65.03 USD,20-23 days,true
32607072744,BE,China Post Registered Air Mail,3.72 USD,30 days,true
32607072744,BE,Singapore Post,4.45 USD,23 days,true
32607072744,BE,AliExpress Standard Shipping,4.76 USD,21 days,true
32607072744,BE,PostNL,5.95 USD,25 days,true
32607072744,BE,DHL,17.77 USD,10 days,true
32607072744,BE,UPS Expedited,80.67 USD,19-23 days,true
32607072744,BR,AliExpress Standard Shipping,5.66 USD,47 days,true
32607072744,BR,DHL,35.52 USD,10 days,true
32607072744,BR,UPS Expedited,80.67 USD,23 days,true
32607072744,CA,PostNL,4.92 USD,41-60 days,false
32607072744,CA,AliExpress Standard Shipping,6.44 USD,23-38 days,true
32607072744,CA,DHL,25.89 USD,10 days,true
32607072744,CA,UPS Expedited,64.15 USD,21-23 days,true
32607072744,CH,China Post Registered Air Mail,3.65 USD,26-35 days,true
32607072744,CH,Singapore Post,4.44 USD,25-41 days,true
32607072744,CH,PostNL,4.48 USD,23-32 days,true
32607072744,CH,AliExpress Standard Shipping,4.73 USD,23-30 days,true
32607072744,CH,DHL,17.77 USD,10 days,true
32607072744,CH,UPS Expedited,80.67 USD,18-23 days,true
32607072744,CL,AliExpress Standard Shipping,5.37 USD,28-39 days,true
32607072744,CL,UPS Expedited,80.67 USD,23 days,true
32607072744,CZ,China Post Registered Air Mail,3.07 USD,35 days,true
32607072744,CZ,PostNL,4.33 USD,30 days,true
32607072744,CZ,Singapore Post,4.58 USD,28 days,true
32607072744,CZ,AliExpress Standard Shipping,5.16 USD,27 days,true
32607072744,CZ,DHL,17.77 USD,10 days,true
32607072744,CZ,UPS Expedited,80.67 USD,21-23 days,true
32607072744,DE,China Post Registered Air Mail,3.09 USD,32 days,false
32607072744,DE,AliExpress Standard Shipping,4.75 USD,23 days,false
32607072744,DE,PostNL,5.37 USD,33 days,false
32607072744,DE,DHL,17.77 USD,10 days,true
32607072744,DE,UPS Expedited,80.67 USD,20-23 days,true
32607072744,DK,China Post Registered Air Mail,3.75 USD,31-49 days,true
32607072744,DK,Singapore Post,3.98 USD,29-50 days,true
32607072744,DK,PostNL,4.40 USD,24-35 days,true
32607072744,DK,AliExpress Standard Shipping,4.49 USD,22-31 days,true
32607072744,DK,DHL,17.77 USD,10 days,true
32607072744,DK,UPS Expedited,80.67 USD,19-23 days,true
32607072744,ES,AliExpress Standard Shipping,4.78 USD,18 days,true
32607072744,ES,Seller's Shipping Method,12.16 USD,37-57 days,false
32607072744,ES,DHL,17.77 USD,10 days,true
32607072744,ES,UPS Expedited,80.67 USD,21-23 days,true
32607072744,FI,China Post Registered Air Mail,3.62 USD,26-37 days,true
32607072744,FI,Singapore Post,4.24 USD,27-46 days,true
32607072744,FI,AliExpress Standard Shipping,4.76 USD,23-32 days,true
32607072744,FI,PostNL,4.92 USD,30-40 days,true
32607072744,FI,DHL,17.77 USD,10 days,true
32607072744,FI,UPS Expedited,80.67 USD,22-23 days,true
32607072744,FR,AliExpress Standard Shipping,4.79 USD,18 days,true
32607072744,FR,DHL,17.77 USD,10 days,true
32607072744,FR,UPS Expedited,80.67 USD,21-23 days,true
32607072744,IE,Singapore Post,3.98 USD,32-49 days,true
32607072744,IE,China Post Registered Air Mail,4.01 USD,32-43 days,true
32607072744,IE,AliExpress Standard Shipping,4.49 USD,25-33 days,true
32607072744,IE,PostNL,4.92 USD,29-42 days,true
32607072744,IE,DHL,17.77 USD,10 days,true
32607072744,IE,UPS Expedited,80.67 USD,20-23 days,true
32607072744,IL,China Post Registered Air Mail,3.02 USD,33-49 days,true
32607072744,IL,Seller's Shipping Method,4.53 USD,37-58 days,false
32607072744,IL,Singapore Post,4.74 USD,36-57 days,true
32607072744,IL,PostNL,4.92 USD,33-47 days,true
32607072744,IL,AliExpress Standard Shipping,5.04 USD,32-48 days,true
32607072744,IL,DHL,42.59 USD,10 days,true
32607072744,IL,UPS Expedited,80.67 USD,19-23 days,true
32607072744,IN,China Post Registered Air Mail,3.54 USD,35-48 days,true
32607072744,IN,Singapore Post,4.13 USD,29-48 days,true
32607072744,IN,PostNL,4.46 USD,31-45 days,true
32607072744,IN,AliExpress Standard Shipping,4.63 USD,26-36 days,true
32607072744,IN,DHL,33.32 USD,10 days,true
32607072744,IN,UPS Expedited,80.67 USD,19-23 days,true
32607072744,IT,China Post Registered Air Mail,3.74 USD,39 days,true
32607072744,IT,PostNL,4.92 USD,39 days,true
32607072744,IT,AliExpress Standard Shipping,5.95 USD,36 days,true
32607072744,IT,DHL,17.77 USD,10 days,true
32607072744,IT,UPS Expedited,80.67 USD,19-23 days,true
32607072744,MX,China Post Registered Air Mail,3.77 USD,59 days,true
32607072744,MX,Singapore Post,4.11 USD,56 days,true
32607072744,MX,AliExpress Standard Shipping,5.56 USD,46 days,true
32607072744,MX,DHL,25.89 USD,10 days,true
32607072744,MX,UPS Expedited,64.15 USD,21-23 days,true
32607072744,NL,AliExpress Standard Shipping,4.96 USD,15 days,true
32607072744,NL,DHL,17.77 USD,10 days,true
32607072744,NL,UPS Expedited,80.67 USD,19-23 days,true
32607072744,NO,China Post Registered Air Mail,3.32 USD,27-39 days,true
32607072744,NO,Singapore Post,3.93 USD,26-42 days,true
32607072744,NO,AliExpress Standard Shipping,4.43 USD,25-34 days,true
32607072744,NO,PostNL,6.73 USD,28-37 days,true
32607072744,NO,DHL,17.77 USD,10 days,true
32607072744,NO,UPS Expedited,80.67 USD,21-23 days,true
32607072744,NZ,Singapore Post,4.33 USD,25-41 days,true
32607072744,NZ,AliExpress Standard Shipping,4.74 USD,21-28 days,true
32607072744,NZ,PostNL,4.92 USD,31-41 days,true
32607072744,NZ,DHL,22.57 USD,10 days,true
32607072744,NZ,UPS Expedited,65.03 USD,21-23 days,true
32607072744,PL,AliExpress Standard Shipping,4.33 USD,27 days,true
32607072744,PL,DHL,17.77 USD,10 days,true
32607072744,PL,UPS Expedited,80.67 USD,19-23 days,true
32607072744,PT,China Post Registered Air Mail,3.35 USD,29-46 days,true
32607072744,PT,Singapore Post,4.22 USD,33-60 days,true
32607072744,PT,AliExpress Standard Shipping,4.56 USD,28-43 days,true
32607072744,PT,PostNL,4.92 USD,33-60 days,true
32607072744,PT,DHL,17.77 USD,10 days,true
32607072744,PT,UPS Expedited,80.67 USD,23-30 days,true
32607072744,RU,China Post Registered Air Mail,2.42 USD,38 days,true
32607072744,RU,AliExpress Standard Shipping,3.84 USD,21 days,true
32607072744,RU,Singapore Post,3.93 USD,31 days,true
32607072744,RU,Seller's Shipping Method,6.86 USD,43-60 days,false
32607072744,RU,UPS Expedited,138.96 USD,15-23 days,true
32607072744,SE,China Post Registered Air Mail,3.66 USD,30-41 days,true
